	Tweet	sweet
2145	Stop flipping digital pages. See how a modern EDC prioritizes data so monitors focus on what matters most.  https://t.co/Q6GSagHorN	stop slip digit page see modern al_caps_edc priorit data monitor focu matter
2146	Attending #ACRP2019 next week? Learn how to drive new efficiencies in managing study start-up. Monday, April 15 at 11:30 a.m.  https://t.co/9oeW1OUHTs @ACRPDC  https://t.co/JxtbUEU1CA	attend al_caps_acrp next week learn drive new defici manag studi start monday april atus
2147	Pharma manufacturers: how would you like to ensure the right content always reaches the right station on the manufacturing floor? Learn how our new tablet-based application, Vault Station Manager, can help you:  https://t.co/lRiemyUs0I  https://t.co/M3fFqX1zTV	harm manufactur ensur right content alway reach right station manufactur floor learn new tabletbas applic fault station manag help
2148	Think you’re optimized for SDV? You might want to take another look at your EDC. Learn why in this webinar.  https://t.co/Q6GSagHorN	think your optim al_caps_sdv want take look al_caps_edc learn weimar
2149	AstraZeneca shares how their organization unlocks the value of expert data to drive better scientific engagements #medicalaffairs  https://t.co/7DqFPMG5vC	astrazeneca share organ unlock valu expert data drive better scientif engag medicalafair
2150	78% of HCPs want companies to offer both physical and online events. Read more about how successful event strategies mix in-person, virtual, and hybrid events.  https://t.co/WD8a9W2q7p #lifesciences #events  https://t.co/RYWa6kps2T	al_caps_hcp want compani offer physic onlin event head success event strateg mix person virtual horrid event lifesci event
2151	Hear how @Allakos was able to speed study start-up.  https://t.co/nk3qZ4iv4l #clinical	dear atus abl speed studi start clinic
2152	Join us to learn best practices for migrating to a cloud-based CTMS in this @Xtalks webinar. Register now:  https://t.co/f3i4p5g5r0 #clinicaltrials  https://t.co/DTEtLFGYx8	join learn best practic migrat cloudbas al_caps_ctm atus weimar regist clinicaltri
2153	[Webcast] Join us as we introduce Veeva Vault Station Manager, our new tablet-based application in the Veeva Vault Quality Suite. Don’t miss your chance to see how you can ensure the right content is always available on the right station. Register now:  https://t.co/X88wfYgvCk	recast join introduc eva fault station manag new tabletbas applic eva fault qualiti quit wont miss chanc see ensur right content alway avail right station regist
2154	New purpose-built technologies have made it possible for #clinicalresearch sites to streamline trial processes and speed study execution.  https://t.co/6LiD0qnOl8 @ACRPDC #ACRP2019  https://t.co/X49DdGjqqL	new purposebuilt technolog made possibl clinicalresearch site stream trial process speed studi execut atus al_caps_acrp
2155	.@Replimune shares their path to inspection readiness. Watch now:  https://t.co/kxwdPE2Nbk  #clinicaltrials	atus share path inspect readi watch clinicaltri
2156	Steps to building a digital supply chain  https://t.co/s8ARNyMp2Z	step build digit suppli chain
2157	Stop flipping digital pages. See how a modern EDC prioritizes data so monitors focus on what matters most.  https://t.co/Q6GSagHorN	stop slip digit page see modern al_caps_edc priorit data monitor focu matter
2158	Hear how Astellas is strengthening relationships with oncology leaders to enable launch success #medicalaffairs  https://t.co/mlhVy1zbud	dear steal strengthen relationship oncolog leader enabl launch success medicalafair
2159	The industry is trending slower in study start-up timelines. Read how technology can change this trend:  https://t.co/p4EVRKlRZn #ACRP2019 @ACRPDC	industri tread slower studi start timelin head technolog chang trend al_caps_acrp atus
2160	Learn how Lundbeck is optimizing content reuse  https://t.co/dJX5KRq1lX	learn lundbeck optim content refus
2161	Learn how an EDC system allows #pharma to realize the true value of targeted SDV.  https://t.co/Q6GSagHorN	learn al_caps_edc system allow parma realiz true valu target al_caps_sdv
2162	How to tailor engagement strategies for key stakeholders #medicalaffairs  https://t.co/R9zw6K1t3x	tailor engag strateg key slavehold medicalafair
2163	76% of HCPs want more interactive content, such as mobile app polling, during sessions. Read the Q&amp;A for insight into trends impacting #lifesciences #events strategies.   https://t.co/Q1azHZz8sQ  https://t.co/jIPQLz8A61	al_caps_hcp want interact content mobil applic poll session head qandampa insight tend impact lifesci event strateg
2164	Stop flipping digital pages. See how a modern EDC prioritizes data so monitors focus on what matters most.  https://t.co/Q6GSagHorN	stop slip digit page see modern al_caps_edc priorit data monitor focu matter
2165	Learn how an EDC system allows #pharma to realize the true value of targeted SDV.  https://t.co/Q6GSagHorN	learn al_caps_edc system allow parma realiz true valu target al_caps_sdv
2166	7 tracks. 1700+ attendees. 80+ sessions and workshops. Join us at 2019 Veeva Commercial and Medical Summit. Register today:  https://t.co/YsOT3HsWSb	track attend session workshop join eva commerci medic summit regist today
2167	Agenda for the 2019 Veeva Commercial &amp; Medical Summit is here. Check it out:   https://t.co/WWD1qXwRwf	agenda eva commerci adam medic summit check
2168	.@Allakos shares how they achieved inspection readiness. Watch the video now:  https://t.co/nk3qZ4iv4l #clinicaltrails	atus share achiev inspect readi watch video clinicaltrail
2169	The Healthcare business of Merck KGaA, Darmstadt, Germany to improve commercial execution across channels by standardizing on multichannel Veeva CRM globally. Read more:   https://t.co/2v1MbvBVkU	healthcar busi neck kgaa darmstadt germani improv commerci execut channel standard multichanel eva al_caps_crm local head
2170	Learn how you can speed #clinical trials from start to close with a modern CTMS in this @Xtalks webinar. Register now.  https://t.co/f3i4p5g5r0  https://t.co/0e0o5Sfzut	learn speed clinic trial start close modern al_caps_ctm atus weimar regist
2171	Learn how purpose-built technology can empower sites to ease the administrative burden of #clinicaltrials:  https://t.co/6LiD0qnOl8 #ACRP2019  https://t.co/QjCwDHhRlu	learn purposebuilt technolog empow site eas administr burden clinicaltri al_caps_acrp
2172	#VeevaSummit Keynote Announced: Adam Schechter, Former President of Merck Global Human Health will share what the commercial model of the future will look like for the #lifesciences industry.  Register now:  https://t.co/YsOT3HsWSb  https://t.co/KrRX07CaI3	vevasumit denot announc dam schechter former presid neck global human health share commerci model futur look lifesci industri regist
2173	The Healthcare business of Merck KGaA, Darmstadt, Germany standardizes on Veeva CRM globally. Read today's press release:  https://t.co/2v1MbvBVkU	healthcar busi neck kgaa darmstadt germani standard eva al_caps_crm local head today press releas
2174	[Webcast] Join us as we introduce Veeva Vault Station Manager, our new tablet-based application in the Veeva Vault Quality Suite. Don’t miss your chance to see how you can ensure the right content is always available on the right station. Register now:  https://t.co/X88wfYgvCk	recast join introduc eva fault station manag new tabletbas applic eva fault qualiti quit wont miss chanc see ensur right content alway avail right station regist
2175	Hear how @Replimune maintains a constant state of inspection readiness.  https://t.co/kxwdPE2Nbk #clinical	dear atus maintain constant state inspect readi clinic
2176	Join over 1700+ life sciences professionals to help advance your commercial operations with intelligent customer engagement. Register today:  https://t.co/YsOT3HsWSb	join life scienc profession help advanc commerci oper intellig custom engag regist today
2177	Network, learn best practices, and hear industry market trends at #VeevaSummit. Register:  https://t.co/YsOT3HsWSb	network learn best practic hear industri market tend vevasumit regist
2178	.@ACRPDC explores how technology is key to tackling study start-up challenges in #clinicaltrials  https://t.co/p4EVRKlRZn #ACRP2019	atus explor technolog key tickl studi start challeng clinicaltri al_caps_acrp
2179	[Webcast] Join us as we introduce Veeva Vault Station Manager, our new tablet-based application in the Veeva Vault Quality Suite. Don’t miss your chance to see how you can ensure the right content is always available on the right station. Register now:  https://t.co/X88wfYgvCk	recast join introduc eva fault station manag new tabletbas applic eva fault qualiti quit wont miss chanc see ensur right content alway avail right station regist
2180	[Announcement] We’re pleased to introduce Veeva Vault Station Manager, our new tablet-based application that provides manufacturing operators up-to-date content directly on the manufacturing floor. Read today's press release:  https://t.co/5mG9gI1u1d	announc pleas introduc eva fault station manag new tabletbas applic provid manufactur oper updat content directli manufactur floor head today press releas
2181	@Bayer shares strategies for better #customerdata. Watch now:   https://t.co/3fbjirfGju	atus share strateg better customerdata watch
2182	Two full days of sessions, plenty of networking opportunities, and an innovation hub you won’t want to miss at #VeevaSummit. Register today:  https://t.co/YsOT3HsWSb	full day session plenti network opportun innov hut want miss vevasumit regist today
2183	How can clinical sites bridge paper to electronic files? Veeva’s Jason Methia joins @ICONplc, @LmkClinResearch, and the @ncats_nih_gov Trial Innovation Network to explore the best practices for managing investigator site files under ICH E6:  https://t.co/5vMDCWsy4F  https://t.co/zD6feutU3c	clinic site bridg paper electron file texa mason methia join atus atus atus trial innov network explor best practic manag investig site file al_caps_ich E
2184	Say good-bye to #spreadsheets, hello to smarter roster management! Watch this on-demand Veeva Align webinar to learn how to automate your roster processes.  https://t.co/Kq2wtvHlFO	may goodbi spreadsheet hello smarter foster manag watch demand eva align weimar learn automat foster process
2185	Complimed's best practices for managing compliance with promotional content in #lifesciences  https://t.co/3wsLSl3mrq	compli best practic manag complianc promot content lifesci
2186	How is #MedicalAffairs proving its value? Read the blog:  https://t.co/x6qqjeMLUh	medicalafair prove valu head blow
2187	Veeva Vault CDMS selected to manage clinical data for phase 2 and phase 3 post-operative pain trials for Vivozon.  https://t.co/n9DlV6vSnC #EDC #pharma	eva fault al_caps_cdm select manag clinic data phase phase postop pain trial vivozon al_caps_edc parma
2188	Speed site activation cycle times in #clinicaltrials with modern technologies and KPIs.  https://t.co/9oeW1OUHTs #ACRP2019  https://t.co/kOKefMAFvu	speed site motiv cycl time clinicaltri modern technolog al_caps_kpi al_caps_acrp
2189	Veeva is proud to support innovative companies like Vivozon, a developer of small molecule treatments for patients with central nervous system conditions, with Veeva Vault CDMS, a unified data management solution for clinical trials.  https://t.co/n9DlV6vSnC #EDC #pharma	eva proud support innov compani vivozon develop small molecul treatment patient central nervou system condit eva fault al_caps_cdm unifi data manag solut clinic trial al_caps_edc parma
2190	Industry research indicates CROs are taking action to unify #clinicaltrial systems and drive end-to-end processes for better visibility and improved study execution. Read the Annual CRO Report:  https://t.co/WZfdl8FbYE  https://t.co/nsHMd2772J	industri research indic al_caps_cro take action uniti clinicaltri system drive endtoend process better visibl improv studi execut head annual al_caps_cro report
2191	Nine tips to help you achieve an inspection-ready TMF at all times:  https://t.co/GD002sh0Um #clinicaltrials  https://t.co/sbbpGZ2gQ0	line tip help achiev inspectionreadi al_caps_tmf time clinicaltri
2192	Vivozon is developing small molecule treatments for central nervous system conditions. The innovative #pharma company selected Veeva Vault CDMS to provide #EDC, coding, and data cleaning for their upcoming studies of VVZ-149 to treat post-operative pain.  https://t.co/n9DlV6vSnC	vivozon develop small molecul treatment central nervou system condit innov parma compani select eva fault al_caps_cdm provid al_caps_edc come data clean come studi al_caps_vz treat postop pain
2193	#Spreadsheets are so 2018!  Watch the on-demand webinar, “Farewell Spreadsheets: Smarter Roster Management” to learn how Veeva Align can automate your roster processes, saving you time!   https://t.co/Kq2wtvHlFO  https://t.co/3R9Sm04BBU	spreadsheet demand weimar farewel spreadsheet smarter foster manag learn eva align automat foster process save time
2194	Discover new practices for managing electronic investigator site files under ICH E6. Register for the webinar:  https://t.co/5vMDCWaXd7 #clinicalresearch  https://t.co/DJO4UhNuEA	discov new practic manag electron investig site file al_caps_ich E regist weimar clinicalresearch
2195	Pharma Review shares tips to efficient copy review in #lifesciences  https://t.co/wQ4DZzD7yy	harm review share tip effici copi review lifesci
2196	Veeva Align 19R1 Release Webinar: See the latest innovations for #VeevaAlign. April 11, 2019 at 10:00 a.m. PT. Register now:  https://t.co/DcUF0bl5UU  https://t.co/F9duIkow6l	eva align R releas seminar see latest innov vevaalign april of regist
2197	.@LEOHealthySkin is streamlining drug development to speed delivery of new treatments and meet their ambitious strategy of reaching 125 million patients who have chronic and acute skin conditions by 2025  https://t.co/0BrL9pFzYW #lifesciences #cloud	atus streamlin drug develop speed deliveri new treatment meet ambiti strategi reach patient chronic acut skin condit lifesci cloud
2198	What is the future of field #MedicalAffairs? Experts share insights  https://t.co/WKEIosZE0f  https://t.co/jzMSh0PzJu	futur field medicalafair expert share insight
2199	Read how technology can transform the study start-up timeline in this @ACRPDC blog:  https://t.co/p4EVRKlRZn #ACRP2019 #clinical	head technolog transform studi start timelin atus blow al_caps_acrp clinic
2200	5 tips to accelerate transcreation for #lifesciences  https://t.co/j8K3I7x1T5	tip acceler transcript lifesci
2201	Learn content trends affecting #MedicalInformation #MedicalAffairs  https://t.co/oimKxoNFcf  https://t.co/MYg0krof7S	learn content tend affect medicalinform medicalafair
2202	#Spreadsheets are so 2018!  Watch the on-demand webinar, “Farewell Spreadsheets: Smarter Roster Management” to learn how Veeva Align can automate your roster processes, saving you time!   https://t.co/Kq2wtvHlFO  https://t.co/7o2IzdtXpB	spreadsheet demand weimar farewel spreadsheet smarter foster manag learn eva align automat foster process save time
2203	Say good-bye to #spreadsheets, hello to smarter roster management! Watch this on-demand Veeva Align webinar to learn how to automate your roster processes.  https://t.co/Kq2wtvHlFO	may goodbi spreadsheet hello smarter foster manag watch demand eva align weimar learn automat foster process
2204	Explore best practices for managing #clinical investigator site files under ICH E6:  https://t.co/5vMDCWaXd7  https://t.co/Tq34zKTrrU	explor best practic manag clinic investig site file al_caps_ich E
2205	Learn how to create and maintain an inspection-ready culture with this TMF checklist:  https://t.co/GD002sh0Um #clinicaltrials  https://t.co/aVzup0hz7f	learn creat maintain inspectionreadi cultur al_caps_tmf checklist clinicaltri
2206	.@PennMedicine shares tips on how your organization can evaluate, plan, and adopt solutions to reduce the administrative burden in #clinicalresearch  https://t.co/1VN3Qk4N5i  https://t.co/hPFPr3O3Le	atus share tip organ evalu plan adopt solut reduc administr burden clinicalresearch
2207	Leverage technologies, best practices, and KPIs to drive new efficiencies in managing study startup. 4/15 at 11:30 a.m.  https://t.co/9oeW1OUHTs #ACRP2019  https://t.co/ZgrBMnMqSX	beverag technolog best practic al_caps_kpi drive new defici manag studi start al_caps_acrp
2208	#Spreadsheets are so 2018!  Watch the on-demand webinar, “Farewell Spreadsheets: Smarter Roster Management” to learn how Veeva Align can automate your roster processes, saving you time!   https://t.co/Kq2wtvHlFO  https://t.co/l1NE36ZFSv	spreadsheet demand weimar farewel spreadsheet smarter foster manag learn eva align automat foster process save time
2209	Learn how brand managers can simplify transcreation and drive content reuse  https://t.co/dAKJdf9qNG	learn brand manag simplifi transcript drive content refus
2210	Strategic KOL engagement for #medicalaffairs means taking a new approach to stakeholder identification, profiling, and mapping.  https://t.co/HSHv2gci1I	strateg al_caps_kol engag medicalafair mean take new approach slavehold identif profit map
2211	Learn how investigators and sponsors collaborate to define best practices for easing the burden of managing regulatory binders. Join Veeva’s Jason Methia for a free webinar:  https://t.co/5vMDCWaXd7 #clinicaltrials  https://t.co/Mnlwtq10k8	learn investig sponsor collabor defin best practic eas burden manag regulatori hinder join texa mason methia free weimar clinicaltri
2212	Annual research reveals that CROs lead sponsors in adopting purpose-built #clinical applications, particularly in study start-up and CTMS. Learn more:  https://t.co/WZfdl8FbYE  https://t.co/nU9dP0t2Ir	annual research reveal al_caps_cro lead sponsor adopt purposebuilt clinic applic particularli studi start al_caps_ctm learn
2213	Learn how your organization can evaluate, plan, and adopt solutions to reduce the administrative burden in #clinicalresearch.  https://t.co/Lzy9vNoNJH	learn organ evalu plan adopt solut reduc administr burden clinicalresearch
2214	Veeva Nitro is helping #lifesciences companies accelerate #datawarehouse projects and delivering faster insights to the business. Learn how Veeva Nitro eliminates the time and effort of custom data warehouses and provides a foundation for #AI.  https://t.co/dQMcdaAJmP	eva micro help lifesci compani acceler datawarehous project deliv faster insight busi learn eva micro elimin time effort custom data warehous provid foundat of
2215	#Lifesciences cos are adopting Veeva Nitro to eliminate the burden of building and maintaining custom #datawarehouse. 6 customers have selected Veeva Nitro, including @Karyopharm and @MannKindCorp, who both went live in under 5 months.  https://t.co/dQMcdaAJmP #AI	lifesci co adopt eva micro elimin burden build maintain custom datawarehous custom select eva micro includ atus atus went live month of
2216	#Lifesciences cos are adopting Veeva Nitro to eliminate the burden of building and maintaining custom #datawarehouse. 6 customers have selected Veeva Nitro, including @Karyopharm and @MannKindCorp, who both went live in under 5 months.  https://t.co/tMlQUM5fIP #AI	lifesci co adopt eva micro elimin burden build maintain custom datawarehous custom select eva micro includ atus atus went live month of
2217	Technology provides a GPS that guides and streamlines study start-up in #clinicaltrials. Read more in the @ACRPDC blog:  https://t.co/p4EVRKlRZn #ACRP2019	technolog provid al_caps_gp guid streamlin studi start clinicaltri head atus blow al_caps_acrp
2218	Create a culture of compliance in your organization by building inspection-readiness practices into daily #clinical operations. Read the TMF checklist to learn more:  https://t.co/GD002sh0Um  https://t.co/lSVCZ8SxZk	creat cultur complianc organ build inspectionreadin practic daili clinic oper head al_caps_tmf checklist learn
2219	#Lifesciences cos are adopting Veeva Nitro to eliminate the burden of building and maintaining custom #datawarehouses. 6 customers have selected Veeva Nitro, including @Karyopharm and @MannKindCorp, and both went live in under 5 months.  https://t.co/dQMcdaAJmP	lifesci co adopt eva micro elimin burden build maintain custom datawarehous custom select eva micro includ atus atus went live month
2220	See what AstraZeneca, Sanofi, and others think about the future of #MedicalAffairs  https://t.co/nYalbc1sNt  https://t.co/dPpbpqJY9w	see astrazeneca anoci other think futur medicalafair
2221	72% of studies run more than one month behind schedule. Discover how streamlining study start-up is critical to improving overall #clinicaltrial speed and execution:  https://t.co/RXtk6RAD3K	studi run month schedul discov streamlin studi start critic improv overal clinicaltri speed execut
2222	.@PennMedicine and Veeva explore opportunities to simplify and streamline study execution in this webinar:  https://t.co/1VN3Qk4N5i  https://t.co/qxFGhsxSe2	atus eva explor opportun simplifi stream studi execut weimar
2223	Learn how investigative sites can ease the burden of managing regulatory binders in this Trial Innovation Network webinar:  https://t.co/5vMDCWaXd7 #clinicalresearch @ICONplc @LmkClinResearch  https://t.co/cbKcl5bEFD	learn investig site eas burden manag regulatori hinder trial innov network weimar clinicalresearch atus atus
2224	Pixacore shares their top 3 digital content best practices to improve customer engagement  https://t.co/6n3z3r6nHA	pixacor share top digit content best practic improv custom engag
2225	Check out how this pharma adopted a modular content strategy to increase ROI while also getting information to HCPs faster. #MedicalAffairs  https://t.co/ZFZrYEjZrb  https://t.co/Rt72Ezmpu2	check parma adopt nodular content strategi increas al_caps_roi also get inform al_caps_hcp faster medicalafair
2226	Get the slides from our recent #TMFSummit presentation to learn how you can transform #clinicaltrial execution through greater collaboration.  https://t.co/q5AykVxFEM	met side recent al_caps_tmfsumitumit present learn transform clinicaltri execut greater collabor
2227	Most CTMS applications can’t fully support a range of key functions needed by sponsors and CROs. See how the industry is taking action:  https://t.co/etkY8SMvv9 #CTMS	most al_caps_ctm applic can fulli support rang key function need sponsor al_caps_cro see industri take action al_caps_ctm
2228	Life sciences companies need better visibility and faster trial execution if they are to accelerate time to market and ensure compliance – what are the challenges they face and how can a unified tech approach help?  https://t.co/16IEXiZMfh  #lifesciences	life scienc compani need better visibl faster trial execut acceler time market ensur complianc challeng face unifi teach approach help lifesci
2229	3 ways #digitalassetmanagement improves efficiency in commercial #lifesciences  https://t.co/9O1q67CVZn	way digitalasetmanag improv effici commerci lifesci
2230	Veeva CRM Events 19R1 Release Webinar: See the latest innovations for #VeevaCRMevents. April 4, 2019 at 10:00 a.m. PT. Register now:  https://t.co/nkYJbn3vRD  https://t.co/GfqEI3Iqdv	eva al_caps_crm event R releas seminar see latest innov vevaal_caps_vevacrmeventsev april of regist
2231	@AstraZeneca builds new types of scientific relationships #medicalaffairs  https://t.co/9uBa5oVwbr	atus build new type scientif relationship medicalafair
2232	Improve TMF process efficiency with historic and forward-looking metrics:  https://t.co/q5AykVxFEM #TMFSummit #clinicaltrials  https://t.co/kfGehx3gCW	improv al_caps_tmf process effici histor forwardlok merit al_caps_tmfsumitumit clinicaltri
2233	The introduction of new purpose-built technologies has made it possible for #clinicalresearch sites to streamline trial processes and speed study execution. Read the blog:  https://t.co/Lzy9vNGp8h	introduct new purposebuilt technolog made possibl clinicalresearch site stream trial process speed studi execut head blow
2234	Learn how Vault Study Startup makes it easy to efficiently manage the site greenlight process through visualization, collaborative review, and actionable insights:  https://t.co/0uaSVGLDd0	learn fault studi startup make easi effici manag site grenlight process visual collabor review action insight
2235	Gain insight into @JNJNews’s approach to transforming study start-up in a global environment:  https://t.co/LOjYAj3b6e #studystartup #clinicaltrials  https://t.co/fqFrDy0To4	pain insight atus approach transform studi start global environ studystartup clinicaltri
2236	Learn how to apply process efficiencies from other areas in life sciences to site operations in this webinar:  https://t.co/1VN3Qk4N5i  https://t.co/IPPu64sBv6	learn appli process defici area life scienc site oper weimar
2237	Poor site selection costs the #lifesciences industry 2.25M in expenses for non-active and under-enrolling sites. Learn how industry leaders are taking action:  https://t.co/pYhPv5ncm6 #studystartup	door site select cost lifesci industri M expens inact underenrol site learn industri leader take action studystartup
2238	Explore how a unified approach to CTMS improves clinical trial performance:  https://t.co/rp3xTCOwYg #clinicaltrials  https://t.co/bTDTvQJhH7	explor unifi approach al_caps_ctm improv clinic trial perform clinicaltri
2239	[Survey] All CRO respondents report the need to unify their #clinical applications. Read the full report:  https://t.co/WZfdl8FbYE  https://t.co/3vxcGU9IQ4	survey all al_caps_cro respond report need uniti clinic applic head full report
2240	.@Incyte identifies 5 key elements of successful study start-up. Learn how they’re adopting tools to increase study start-up speed and quality:  https://t.co/y0aLj5nIxV #studystartup  https://t.co/SDb7iga1hC	atus identifi key element success studi start learn there adopt tool increas studi start speed qualiti studystartup
2241	@AstraZeneca: Transforming the digital supply chain with @VeevaSystems. Find out more  https://t.co/KgQD5ylY71	atus transform digit suppli chain atus mind
2242	CEO Peter Gassner highlights the long-term revolution in precision medicine that's just beginning in #lifesciences. Be part of the Veeva team that is helping customers get treatments to patients faster! #cloud  https://t.co/VMmWwsGX8Y via @MadMoneyOnCNBC	al_caps_ceo peter master highlight longer revolut precis medicin begin lifesci he part eva team help custom get treatment patient faster cloud atus
2243	Learn the role of technology in transforming #medicalinformation  https://t.co/B3LmRyvxkW #medicalaffairs #lifesciences  https://t.co/JIqbc1JRSW	learn role technolog transform medicalinform medicalafair lifesci
2244	Leverage reports and KPIs to maintain compliance and ensure inspection readiness in your organization. Access the checklist to learn more:  https://t.co/GD002sh0Um #clinical  https://t.co/gJ7DEaZYh0	beverag report al_caps_kpi maintain complianc ensur inspect readi organ checklist learn clinic
2245	At #TMFSummit, @LillyPad and @pfizer discussed the importance of regular training, system maintenance, and business process automation for active TMF management. Read the blog:  https://t.co/VYDZwrECA9	al_caps_tmfsumitumit atus atus discuss import regular train system mainten busi process automat activ al_caps_tmf manag head blow
2246	Shire improves time to market with an end-to-end digital supply chain  https://t.co/psjQlZeEAQ	hire improv time market endtoend digit suppli chain
2247	Hear 7 predictions for #medicalaffairs in 2019 and beyond  https://t.co/GfN1XNAChH	dear predict medicalafair
2248	A strong data foundation is crucial to global digital transformation initiatives. Learn why:  https://t.co/4JTmHC7Jtr	strong data foundat crucial global digit transform initi learn
2249	.@JanssenUS, @SyneosHealth, and @iacthealth share their perspectives on the state of information exchange in #clinicaltrials today and discuss opportunities to transform trial execution through greater collaboration. Watch now:  https://t.co/En0EjG7QxX   https://t.co/r3BQHBBovP	atus atus atus share perspect state inform exchang clinicaltri today discu opportun transform trial execut greater collabor watch
2250	.@JNJNews shares their plan to improve site collaboration, streamline site activation, and speed study start-up:   https://t.co/LOjYAj3b6e #studystartup  https://t.co/EnTwy9tFzT	atus share plan improv site collabor stream site motiv speed studi start studystartup
2251	Navigate complex country-specific processes during study start-up.  https://t.co/4G4a49oOS4 #clinicaltrials #studystartup	navig complex countryspecif process studi start clinicaltri studystartup
2252	Nine tips to achieve an inspection-ready TMF and sustain a culture of compliance in your organization:  https://t.co/GD002sh0Um #clinicaltrials  https://t.co/BDPWdYCEcI	line tip achiev inspectionreadi al_caps_tmf sustain cultur complianc organ clinicaltri
2253	“A unified environment enhances visibility, oversight, and collaboration enabling a constant state of inspection readiness.” Get the slides from Veeva’s #TMFSummit presentation:  https://t.co/q5AykVxFEM	unifi environ enhanc visibl oversight collabor enabl constant state inspect readi met side texa al_caps_tmfsumitumit present
2254	3 ways #digitalassetmanagement improves efficiency in commercial life sciences  https://t.co/tDacJvAseZ	way digitalasetmanag improv effici commerci life scienc
2255	Learn how life sciences companies like Astellas are using Veeva Oncology Link to enhance scientific engagement  https://t.co/yaJgSoWLJl	learn life scienc compani steal use eva oncolog pink enhanc scientif engag
2256	.@SyneosHealth shares how there is a significant opportunity to improve collaboration in #clinicaltrials. Watch the replay now:  https://t.co/En0EjG7QxX   https://t.co/wTd1hc8vaQ	atus share signific opportun improv collabor clinicaltri watch repli
2257	Why are life sciences companies still low on the digital maturity scale? Survey results and solutions here:  https://t.co/4JTmHC7Jtr	life scienc compani still low digit matur scale survey result solut
2258	Learn how #pharma and #lifesciences organizations are improving visibility and oversight with unified CTMS:  https://t.co/etkY8SMvv9  https://t.co/SzJn5KKnDo	learn parma lifesci organ improv visibl oversight unifi al_caps_ctm
2259	New industry research reveals 63% of pharmas and CROs aim to speed study start-up times:  https://t.co/pYhPv5ncm6 #studystartup  https://t.co/PlYoZzFnth	new industri research reveal charm al_caps_cro aim speed studi start time studystartup
2260	[Webinar] Find out how to streamline #clinicalresearch study execution so you can spend more time with patients and less on admin. Watch now:  https://t.co/1VN3Qk4N5i  https://t.co/P8HMSrcfQd	seminar mind stream clinicalresearch studi execut spend time patient le admit watch
2261	Using metrics in study planning allows full visibility into the end-to-end #clinicaltrial process. Learn more:  https://t.co/VYDZwrECA9  https://t.co/GPuD2qJIvw	use merit studi plan allow full visibl endtoend clinicaltri process learn
2262	Reduce the administrative burden in #clinicalresearch through modern technology:  https://t.co/Lzy9vNGp8h	reduc administr burden clinicalresearch modern technolog
2263	Leading CROs are delivering better service through unified CTMS and eTMF. Learn how  https://t.co/9Cy0HuDrzX #Clinical #ClinicalTrials  https://t.co/STjrMbWmcb	lead al_caps_cro deliv better servic unifi al_caps_ctm eal_caps_etmf learn clinic clinicaltri
2264	Industry research shows CROs continue to lead the adoption of modern #clinical applications to improve inspection readiness, automate document tracking and reporting, and improve visibility.  https://t.co/WZfdl8FbYE  https://t.co/83wXAsVLMt	industri research show al_caps_cro continu lead adopt modern clinic applic improv inspect readi automat document crack report improv visibl
2265	.@JanssenUS, @SyneosHealth, and @iacthealth discuss the current state of the industry and the need for greater collaboration in #clinicaltrials:  https://t.co/En0EjG7QxX   https://t.co/JjLZplXtu9	atus atus atus discu current state industri need greater collabor clinicaltri
2266	Get key takeaways from #TMFSummit around metrics, collaboration, and governance in this blog:  https://t.co/VYDZwrECA9	met key takeaway al_caps_tmfsumitumit merit collabor govern blow
2267	MD&amp;D organizations are rethinking  commercial strategy in the face of digitalization and changing compliance requirements  https://t.co/FPkcfv5LoY	mdandampd organ think commerci strategi face digit chang complianc requir
2268	By 2025, 75% of the workforce will be millennials. How will this affect your medical information strategy?  https://t.co/TZBzQWsuSr	workforc mileni affect medic inform strategi
2269	Get complete visibility into critical study start-up activities:  https://t.co/hxoU3iU1aH #clinicaltrials #studystartup	met complet visibl critic studi start activ clinicaltri studystartup
2270	.@JanssenUS, @SyneosHealth, and @iacthealth discuss the need for seamless information exchange in order to improve collaboration in #clinicaltrials. Learn more:  https://t.co/kx7TvsSYgL    https://t.co/twmWoFS4yC	atus atus atus discu need fearless inform exchang order improv collabor clinicaltri learn
2271	3 ways #digitalassetmanagement improves efficiency in commercial life sciences  https://t.co/FjbR5465m1	way digitalasetmanag improv effici commerci life scienc
2272	The former president, Lilly USA discusses the importance of modernizing content management capabilities  https://t.co/S4Bo68dcA5	former presid oili al_caps_usa discu import modern content manag capabl
2273	Data is the key ingredient to digital transformation. Hear why:  https://t.co/4JTmHC7Jtr	data key ingredi digit transform dear
2274	4 challenges affecting #medicalaffairs now  https://t.co/HCrpOMs1q7  https://t.co/7GPVIEnblR	challeng affect medicalafair
2275	[Infographic] Priorities and challenges for accurate, quality #lifesciences data:  https://t.co/tlbOtHT2pk	infograph prioriti challeng accur qualiti lifesci data
2276	Rebecca Silver, VP of Global OpenData @veevasystems,  discusses in @bioitworld  how a single global data model can enable successful digital transformation  https://t.co/lSXv0FjVWC #CRM #lifesciences  https://t.co/lhMzCb0y7Y	rebecca silver of global opendata atus discu atus singl global data model enabl success digit transform al_caps_crm lifesci
